"","SubNum","butterfly","response","respFlower","corrFlower","accuracy","cumAcc","RT","trialNum","listN","NfromChange","befAft","befAft2","trialCond","image","recogAcc","confidence"
"103",2,"white_butterfly",5,"red_flower","yellow_flower",0,0.693181818181818,0.963465,103,4,16,0,1,1,"baseballglove.jpg",1,2
"104",2,"grey_butterfly",2,"green_flower","blue_flower",0,0.685393258426966,0.48198,104,4,17,0,1,1,"weddingcake.jpg",0,1
"105",2,"grey_butterfly",4,"yellow_flower","blue_flower",0,0.677777777777778,2.080305,105,4,18,0,1,1,"key07.jpg",0,1
"106",2,"white_butterfly",4,"yellow_flower","yellow_flower",1,0.681318681318681,1.288975,106,4,19,1,1,1,"tricycle.jpg",0,3
"107",2,"grey_butterfly",3,"blue_flower","blue_flower",1,0.684782608695652,0.65366,107,4,20,1,1,1,"escalator.jpg",0,4
"108",2,"grey_butterfly",5,"red_flower","blue_flower",0,0.67741935483871,0.8949,108,4,21,1,1,1,"volleyball.jpg",0,4
"109",2,"grey_butterfly",4,"yellow_flower","blue_flower",0,0.670212765957447,0.937155,109,4,22,1,1,1,"football.jpg",1,4
"110",2,"white_butterfly",2,"blue_flower","yellow_flower",0,0.663157894736842,0.7985,110,4,23,1,1,1,"windturbine.jpg",0,2
"111",2,"white_butterfly",5,"yellow_flower","yellow_flower",1,0.666666666666667,0.41246,111,4,24,1,1,1,"locomotive.jpg",1,2
"112",2,"white_butterfly",3,"yellow_flower","yellow_flower",1,0.670103092783505,1.045065,112,4,25,1,2,1,"bowlingpin.jpg",0,1
"113",2,"white_butterfly",3,"blue_flower","yellow_flower",0,0.663265306122449,0.58089,113,4,26,1,2,1,"musicstand.jpg",1,4
"114",2,"white_butterfly",5,"green_flower","yellow_flower",0,0.656565656565657,0.58993,114,4,27,1,2,1,"car.jpg",1,4
"115",2,"white_butterfly",3,"yellow_flower","yellow_flower",1,0.66,1.3527,115,4,28,1,2,1,"dreamcatcher.jpg",0,4
"116",2,"grey_butterfly",5,"blue_flower","blue_flower",1,0.663366336633663,0.80972,116,4,29,1,2,1,"table01.jpg",1,1
"117",2,"white_butterfly",3,"yellow_flower","yellow_flower",1,0.666666666666667,2.22833,117,4,30,1,2,1,"jaguar.jpg",1,4
"119",2,"grey_butterfly",4,"blue_flower","blue_flower",1,0.673076923076923,0.5278,119,4,32,1,2,1,"skihelmet01.jpg",1,1
"120",2,"white_butterfly",3,"blue_flower","yellow_flower",0,0.666666666666667,0.91649,120,4,33,1,2,1,"bleachers.jpg",0,3
"121",2,"grey_butterfly",4,"blue_flower","blue_flower",1,0.669811320754717,0.64138,121,4,34,1,2,1,"jackrabbit.jpg",0,1
"122",2,"grey_butterfly",3,"blue_flower","blue_flower",1,0.672897196261682,0.40585,122,4,35,1,2,1,"hulahoop.jpg",0,3
"123",2,"grey_butterfly",2,"blue_flower","blue_flower",1,0.675925925925926,0.656225,123,4,36,1,2,1,"dogsled.jpg",0,4
"124",2,"white_butterfly",2,"blue_flower","red_flower",0,0.669724770642202,0.967735,124,5,1,0,0,1,"trombone.jpg",1,4
"125",2,"white_butterfly",4,"blue_flower","red_flower",0,0.663636363636364,0.64404,125,5,2,0,0,1,"trafficlight.jpg",1,2
"126",2,"white_butterfly",2,"red_flower","red_flower",1,0.666666666666667,0.40177,126,5,3,0,0,1,"aquarium.jpg",0,2
"127",2,"white_butterfly",4,"red_flower","red_flower",1,0.669642857142857,0.414385,127,5,4,0,0,1,"dolphin01.jpg",0,2
"128",2,"white_butterfly",2,"red_flower","red_flower",1,0.672566371681416,0.867525,128,5,5,0,0,1,"battleaxe.jpg",0,4
"129",2,"white_butterfly",4,"red_flower","red_flower",1,0.675438596491228,0.735255,129,5,6,0,0,1,"cookingpot.jpg",1,4
"130",2,"white_butterfly",2,"red_flower","red_flower",1,0.678260869565217,0.729045,130,5,7,0,0,1,"star.jpg",0,4
"131",2,"grey_butterfly",4,"red_flower","green_flower",0,0.672413793103448,0.49439,131,5,8,0,0,1,"bacon.jpg",0,3
"132",2,"grey_butterfly",3,"green_flower","green_flower",1,0.675213675213675,0.49395,132,5,9,0,0,1,"golfball.jpg",0,2
"133",2,"grey_butterfly",5,"green_flower","green_flower",1,0.677966101694915,0.80376,133,5,10,0,0,1,"cuttlefish.jpg",1,4
"134",2,"grey_butterfly",2,"green_flower","green_flower",1,0.680672268907563,1.12459,134,5,11,0,0,1,"tent.jpg",0,1
"135",2,"white_butterfly",2,"red_flower","red_flower",1,0.683333333333333,0.84781,135,5,12,0,0,1,"chipmunk.jpg",1,4
"136",2,"grey_butterfly",5,"red_flower","green_flower",0,0.677685950413223,1.465835,136,5,13,0,1,1,"artichoke01b.jpg",0,1
"137",2,"grey_butterfly",3,"green_flower","green_flower",1,0.680327868852459,0.783045,137,5,14,0,1,1,"ipad02.jpg",0,4
"138",2,"grey_butterfly",2,"red_flower","green_flower",0,0.67479674796748,1.029815,138,5,15,0,1,1,"cloud.jpg",0,3
"140",2,"grey_butterfly",4,"green_flower","green_flower",1,0.68,0.57826,140,5,17,0,1,1,"lionstatue.jpg",0,3
"141",2,"white_butterfly",5,"red_flower","red_flower",1,0.682539682539683,0.570575,141,5,18,0,1,1,"ironingboard01.jpg",1,4
"142",2,"grey_butterfly",3,"red_flower","green_flower",0,0.677165354330709,0.92147,142,5,19,1,1,1,"cork02.jpg",0,2
"143",2,"white_butterfly",4,"red_flower","red_flower",1,0.6796875,0.63404,143,5,20,1,1,1,"hockeystick.jpg",1,4
"144",2,"grey_butterfly",3,"red_flower","green_flower",0,0.674418604651163,1.846125,144,5,21,1,1,1,"asianelephant.jpg",1,4
"145",2,"white_butterfly",5,"red_flower","red_flower",1,0.676923076923077,0.46506,145,5,22,1,1,1,"jeans01.jpg",0,4
"146",2,"grey_butterfly",4,"blue_flower","green_flower",0,0.67175572519084,0.496185,146,5,23,1,1,1,"hockeypuck.jpg",0,2
"147",2,"grey_butterfly",2,"green_flower","green_flower",1,0.674242424242424,1.40526,147,5,24,1,1,1,"lantern03.jpg",0,1
"148",2,"grey_butterfly",2,"green_flower","green_flower",1,0.676691729323308,0.915635,148,5,25,1,2,1,"monarchbutterfly.jpg",1,4
"149",2,"grey_butterfly",3,"green_flower","green_flower",1,0.67910447761194,1.775295,149,5,26,1,2,1,"tulip02.jpg",0,4
"150",2,"white_butterfly",3,"red_flower","red_flower",1,0.681481481481481,0.597195,150,5,27,1,2,1,"jellyfish.jpg",0,2
"151",2,"grey_butterfly",5,"green_flower","green_flower",1,0.683823529411765,0.9263,151,5,28,1,2,1,"callbell.jpg",1,1
"152",2,"white_butterfly",4,"yellow_flower","red_flower",0,0.678832116788321,0.627615,152,5,29,1,2,1,"basketball01.jpg",1,4
"153",2,"grey_butterfly",4,"green_flower","green_flower",1,0.681159420289855,0.88368,153,5,30,1,2,1,"jokercard.jpg",0,1
"154",2,"white_butterfly",3,"red_flower","red_flower",1,0.683453237410072,0.80648,154,5,31,1,2,1,"soccerball.jpg",1,4
"156",2,"grey_butterfly",2,"green_flower","green_flower",1,0.680851063829787,0.863775,156,5,33,1,2,1,"eyepatch.jpg",1,4
"157",2,"white_butterfly",3,"red_flower","red_flower",1,0.683098591549296,1.72846,157,5,34,1,2,1,"cashregister01.jpg",1,1
"158",2,"white_butterfly",2,"green_flower","red_flower",0,0.678321678321678,0.887335,158,5,35,1,2,1,"balcony02.jpg",0,3
"159",2,"grey_butterfly",3,"green_flower","green_flower",1,0.680555555555556,1.71096,159,5,36,1,2,1,"fingerprint.jpg",0,4
"175",3,"white_butterfly",3,"blue_flower","blue_flower",1,1,1.24,16,2,1,0,0,1,"treestump.jpg",1,3
"176",3,"white_butterfly",5,"red_flower","blue_flower",0,0.5,0.906,17,2,2,0,0,1,"spicerack.jpg",0,2
"177",3,"grey_butterfly",2,"red_flower","red_flower",1,0.666666666666667,0.996,18,2,3,0,0,1,"football.jpg",0,1
"178",3,"white_butterfly",4,"blue_flower","blue_flower",1,0.75,0.627,19,2,4,0,0,1,"bowlingpin.jpg",1,3
"179",3,"white_butterfly",3,"blue_flower","blue_flower",1,0.8,0.487,20,2,5,0,0,1,"beerbottle.jpg",0,1
"180",3,"white_butterfly",4,"blue_flower","blue_flower",1,0.833333333333333,0.493,21,2,6,0,0,1,"key07.jpg",1,1
"181",3,"grey_butterfly",5,"red_flower","red_flower",1,0.857142857142857,1.105,22,2,7,0,0,1,"moon.jpg",1,4
"182",3,"grey_butterfly",4,"red_flower","red_flower",1,0.875,0.971,23,2,8,0,0,1,"exitsign.jpg",0,3
"183",3,"white_butterfly",5,"blue_flower","blue_flower",1,0.888888888888889,0.978,24,2,9,0,0,1,"wheelchair.jpg",0,2
"184",3,"white_butterfly",2,"blue_flower","blue_flower",1,0.9,0.873,25,2,10,0,0,1,"file.jpg",0,1
"185",3,"grey_butterfly",2,"red_flower","red_flower",1,0.909090909090909,1.23,26,2,11,0,0,1,"pirateflag.jpg",0,3
"187",3,"white_butterfly",3,"blue_flower","blue_flower",1,0.923076923076923,0.655,28,2,13,0,1,1,"seagull.jpg",1,4
"188",3,"white_butterfly",4,"blue_flower","blue_flower",1,0.928571428571429,1.867,29,2,14,0,1,1,"fluorescentlightbulb.jpg",1,4
"189",3,"white_butterfly",5,"blue_flower","blue_flower",1,0.933333333333333,1.586,30,2,15,0,1,1,"xylophone.jpg",0,1
"190",3,"grey_butterfly",3,"red_flower","red_flower",1,0.9375,1.417,31,2,16,0,1,1,"basketball01.jpg",0,2
"191",3,"grey_butterfly",5,"blue_flower","red_flower",0,0.882352941176471,0.853,32,2,17,0,1,1,"shelves.jpg",0,2
"192",3,"grey_butterfly",5,"red_flower","red_flower",1,0.888888888888889,1.146,33,2,18,0,1,1,"cork02.jpg",0,2
"193",3,"grey_butterfly",3,"red_flower","red_flower",1,0.894736842105263,0.489,34,2,19,1,1,1,"cloud.jpg",1,3
"194",3,"grey_butterfly",3,"red_flower","red_flower",1,0.9,0.764,35,2,20,1,1,1,"beaver.jpg",1,3
"195",3,"grey_butterfly",5,"blue_flower","red_flower",0,0.857142857142857,0.703,36,2,21,1,1,1,"urinal.jpg",1,1
"196",3,"grey_butterfly",3,"red_flower","red_flower",1,0.863636363636364,0.578,37,2,22,1,1,1,"tulip02.jpg",1,4
"197",3,"white_butterfly",3,"blue_flower","blue_flower",1,0.869565217391304,0.483,38,2,23,1,1,1,"horse.jpg",1,4
"198",3,"grey_butterfly",5,"red_flower","red_flower",1,0.875,0.54,39,2,24,1,1,1,"musicstand.jpg",1,1
"199",3,"white_butterfly",4,"blue_flower","blue_flower",1,0.88,1,40,2,25,1,2,1,"frisbee.jpg",1,2
"200",3,"grey_butterfly",5,"red_flower","red_flower",1,0.884615384615385,0.804,41,2,26,1,2,1,"footballhelmet.jpg",0,2
"201",3,"white_butterfly",3,"blue_flower","blue_flower",1,0.888888888888889,1,42,2,27,1,2,1,"soccerball.jpg",0,3
"202",3,"grey_butterfly",3,"red_flower","red_flower",1,0.892857142857143,0.743,43,2,28,1,2,1,"windshieldwiper02.jpg",1,4
"203",3,"white_butterfly",4,"blue_flower","blue_flower",1,0.896551724137931,1.413,44,2,29,1,2,1,"windturbine.jpg",0,1
"205",3,"white_butterfly",3,"blue_flower","blue_flower",1,0.903225806451613,0.892,46,2,31,1,2,1,"blender.jpg",0,3
"206",3,"white_butterfly",2,"blue_flower","blue_flower",1,0.90625,0.817,47,2,32,1,2,1,"rockingchair.jpg",0,1
"207",3,"white_butterfly",4,"blue_flower","blue_flower",1,0.909090909090909,0.925,48,2,33,1,2,1,"desktopcomputer.jpg",1,3
"208",3,"grey_butterfly",5,"red_flower","red_flower",1,0.911764705882353,0.761,49,2,34,1,2,1,"tricycle.jpg",0,1
"209",3,"grey_butterfly",4,"red_flower","red_flower",1,0.914285714285714,1.084,50,2,35,1,2,1,"dreamcatcher.jpg",1,1
"210",3,"white_butterfly",5,"blue_flower","blue_flower",1,0.916666666666667,0.594,51,2,36,1,2,1,"contactlens.jpg",1,3
"211",3,"white_butterfly",5,"blue_flower","green_flower",0,0.891891891891892,0.973,52,3,1,0,0,1,"sailboat.jpg",1,1
"212",3,"white_butterfly",5,"blue_flower","green_flower",0,0.868421052631579,0.454,53,3,2,0,0,1,"asianelephant.jpg",1,4
"213",3,"grey_butterfly",4,"red_flower","yellow_flower",0,0.846153846153846,0.672,54,3,3,0,0,1,"triangle.jpg",0,2
"214",3,"white_butterfly",3,"blue_flower","green_flower",0,0.825,1.211,55,3,4,0,0,1,"redonion.jpg",1,4
"215",3,"grey_butterfly",5,"red_flower","yellow_flower",0,0.804878048780488,0.527,56,3,5,0,0,1,"acorn.jpg",1,4
"216",3,"white_butterfly",3,"blue_flower","green_flower",0,0.785714285714286,0.583,57,3,6,0,0,1,"communitymailbox.jpg",1,4
"217",3,"white_butterfly",3,"blue_flower","green_flower",0,0.767441860465116,0.802,58,3,7,0,0,1,"handheldtelescope.jpg",0,2
"218",3,"grey_butterfly",2,"red_flower","yellow_flower",0,0.75,1.264,59,3,8,0,0,1,"callbell.jpg",1,3
"219",3,"white_butterfly",3,"green_flower","green_flower",1,0.755555555555556,0.488,60,3,9,0,0,1,"candycane01a.jpg",0,2
"220",3,"grey_butterfly",2,"yellow_flower","yellow_flower",1,0.760869565217391,0.692,61,3,10,0,0,1,"coffeemaker.jpg",0,2
"221",3,"white_butterfly",3,"yellow_flower","green_flower",0,0.74468085106383,0.904,62,3,11,0,0,1,"electricguitar01.jpg",0,1
"222",3,"grey_butterfly",3,"yellow_flower","yellow_flower",1,0.75,0.986,63,3,12,0,0,1,"weddingcake.jpg",1,1
"223",3,"grey_butterfly",3,"yellow_flower","yellow_flower",1,0.755102040816326,0.682,64,3,13,0,1,1,"balcony02.jpg",0,2
"224",3,"grey_butterfly",4,"yellow_flower","yellow_flower",1,0.76,0.54,65,3,14,0,1,1,"cashregister01.jpg",1,1
"225",3,"white_butterfly",3,"green_flower","green_flower",1,0.764705882352941,0.491,66,3,15,0,1,1,"doubledoors.jpg",1,2
"227",3,"white_butterfly",4,"blue_flower","green_flower",0,0.754716981132076,0.838,68,3,17,0,1,1,"waterfountain02.jpg",0,3
"228",3,"grey_butterfly",3,"yellow_flower","yellow_flower",1,0.759259259259259,1.375,69,3,18,0,1,1,"panda.jpg",1,4
"229",3,"white_butterfly",5,"green_flower","green_flower",1,0.763636363636364,1.566,70,3,19,1,1,1,"greywolf.jpg",1,4
"230",3,"white_butterfly",3,"yellow_flower","green_flower",0,0.75,2.1,71,3,20,1,1,1,"forklift.jpg",0,2
"231",3,"grey_butterfly",4,"green_flower","yellow_flower",0,0.736842105263158,0.684,72,3,21,1,1,1,"barrel01.jpg",0,2
"232",3,"grey_butterfly",2,"yellow_flower","yellow_flower",1,0.741379310344828,0.567,73,3,22,1,1,1,"fingerprint.jpg",1,4
"233",3,"grey_butterfly",4,"yellow_flower","yellow_flower",1,0.745762711864407,1.852,74,3,23,1,1,1,"bacon.jpg",1,4
"234",3,"white_butterfly",3,"green_flower","green_flower",1,0.75,1.563,75,3,24,1,1,1,"witchhat.jpg",0,3
"235",3,"white_butterfly",5,"yellow_flower","green_flower",0,0.737704918032787,0.865,76,3,25,1,2,1,"hotdog.jpg",1,4
"236",3,"grey_butterfly",5,"yellow_flower","yellow_flower",1,0.741935483870968,1.447,77,3,26,1,2,1,"jeans01.jpg",0,2
"237",3,"white_butterfly",3,"green_flower","green_flower",1,0.746031746031746,0.486,78,3,27,1,2,1,"shovel01.jpg",1,2
"238",3,"white_butterfly",1,NA,"green_flower",0,0.734375,NA,79,3,28,1,2,1,"skihelmet01.jpg",0,2
"239",3,"grey_butterfly",2,"yellow_flower","yellow_flower",1,0.738461538461539,1.019,80,3,29,1,2,1,"duck01.jpg",0,2
"240",3,"white_butterfly",4,"green_flower","green_flower",1,0.742424242424242,0.726,81,3,30,1,2,1,"vacuumcleaner01.jpg",0,2
"241",3,"grey_butterfly",4,"yellow_flower","yellow_flower",1,0.746268656716418,1.626,82,3,31,1,2,1,"chime.jpg",0,2
"242",3,"grey_butterfly",2,"yellow_flower","yellow_flower",1,0.75,0.807,83,3,32,1,2,1,"chipmunk.jpg",1,4
"244",3,"white_butterfly",2,"green_flower","green_flower",1,0.757142857142857,0.997,85,3,34,1,2,1,"jellyfish.jpg",1,4
